No,GRT,Length,TerminalName,TEU,VoyageType,Interval,EarlinessTardiness,ST,OT,UT
7083,9957,148,2,842,Feeder,3.75,2,1.28,21.03,2.13
7084,31403,218,1,3142,Feeder,16.05,6,0.5,48.45,3.8
7085,27733,199,2,1482,Liner,3.62,-104,0.9,19.7,2.4
7086,64054,275,1,5063,Liner,6.25,-1,0.67,50.42,1.78
7087,21971,197,1,124,Liner,12.13,-16,0.28,4.23,4.15
7088,91563,321,2,2753,Liner,12.2,1,0.93,31.15,0.83
7089,9600,150,2,1687,Feeder,4,-6,1.08,25.25,1.83
7090,54851,294,2,5614,Liner,6.32,-2,1.35,50.02,2.72
7091,11987,157,1,1666,Feeder,5.02,4,1.15,27.4,2.72
7092,17215,176,1,2109,Feeder,6.77,3,0.87,24.57,2.15
7093,75752,306,1,1732,Liner,9.2,0,2.4,18.12,2.98
7094,60133,299,1,5400,Liner,0.7,-3,0.33,38.73,0.85
7095,14241,159,1,1825,Feeder,1.5,3,0.65,24.08,2.6
7096,3070,107,1,249,Feeder,16.83,158,3.97,10.4,1.3
7097,108069,337,2,10084,Liner,2,-6,1.42,87.78,0.22
7098,9983,148,1,1670,Feeder,13.17,3,1.05,23.58,1.62
7099,3135,93,1,345,Feeder,5.25,12,1.38,11.65,6.05
7100,14009,366,2,5500,Liner,6.67,-3,0.95,44.48,1.73
7101,9990,148,1,1062,Feeder,0.92,-7,0.75,20.37,2.38
7103,35881,220,1,3231,Liner,2,-2,0.97,39.12,3.25
7104,9600,150,1,1443,Feeder,0.7,-19,0.7,15.22,1.5
7105,66199,276,2,7608,Liner,3.25,-10,2.93,68.03,4.03
7106,28270,213,1,1881,Liner,29.55,-4,1.05,23.78,2.75
7107,47541,275,1,2643,Liner,39.45,10,0.72,29.8,2.15
7108,7361,129,1,650,Feeder,4.25,14,0.85,23.22,2.18
7109,11987,157,1,1563,Feeder,0.1,6,0.63,25.68,1.6
7110,11062,158,2,1306,Feeder,6.23,30,0.52,23.97,2.02
7111,66380,279,2,2549,Liner,8.42,4,1.13,28.12,3.5
7112,497,50,1,79,Feeder,1.5,123,1.03,2.03,1.85
7113,26061,187,1,151,Liner,2.75,1,0.85,4.62,4.53
7115,9983,148,1,1564,Feeder,5.5,-6,0.55,21.05,3.23
7116,9957,148,2,1975,Feeder,4.7,-7,0.73,67.33,2.93
7117,73934,304,1,1709,Liner,16.47,-12,1.3,12.9,3.55
7118,14241,159,1,1498,Feeder,2.53,5,0.87,12.77,2.57
7119,15995,170,1,2119,Feeder,2.5,-1,0.72,24.27,1.43
7120,74175,299,2,10476,Liner,2.3,-2,1.05,101.13,5.57
7121,9957,148,1,846,Feeder,10,7,1.62,27.42,2.8
7122,5272,117,1,474,Feeder,2.3,0,0.72,11.42,1.87
7123,69246,285,1,4314,Liner,12.7,11,1.05,33.08,1.95
7124,29259,200,1,712,Liner,2.5,11,4.82,25.45,2.4
7125,31403,218,1,1928,Feeder,1.5,121,0.73,36.33,3.55
7126,9957,148,2,1727,Feeder,6.42,6,0.55,66.2,4.25
7127,66654,280,2,2029,Liner,10.83,-22,1.18,25.48,0.17
7128,37953,222,1,436,Liner,12.5,1,0.67,7.7,1.97
7129,42741,269,1,5782,Liner,1.02,13,1.3,54.75,2.62
7130,9983,148,1,1676,Feeder,4.23,2,0.8,21.05,1.48
7131,11987,157,1,1480,Feeder,0.5,2,0.88,17.55,2.75
7132,66433,280,2,4405,Liner,7.4,-9,0.63,50.12,3.2
7133,3994,107,1,532,Feeder,2.8,-45,0.28,9.77,1.7
7134,9957,148,1,979,Feeder,1.42,-8,0.48,19.17,3.1
7135,14241,159,1,1586,Feeder,2.07,-2,1.03,16.08,2.25
7136,75395,304,2,8547,Liner,4.52,-25,0.93,85.58,0.65
7137,17215,176,1,1173,Feeder,8.7,0,2.62,25.68,2.95
7138,32534,211,1,1823,Liner,19.6,-10,0.62,19.95,3.57
7139,89097,309,2,2666,Liner,5.5,21,2.5,36.45,3.22
7140,64054,275,1,5467,Liner,5.5,-1,2.13,51.45,2.07
7141,34231,215,1,1011,Liner,8.4,-2,0.5,24.43,2.07
7142,494,50,1,86,Feeder,9.1,-16,0.88,3.27,4.18
7143,28270,213,1,3591,Liner,2.73,6,1.05,42.68,2.77
7144,9600,150,2,1546,Feeder,0.47,-2,1.42,26.08,1.58
7145,9983,148,1,1518,Feeder,3.47,0,0.98,19.33,1.52
7146,11062,157,2,1621,Feeder,0.58,-3,0.72,24.2,1.25
7147,25391,207,1,1113,Liner,17.92,0,0.75,20.75,2.33
7148,11987,157,1,1114,Feeder,4.33,2,0.82,21.98,2.62
7149,497,50,1,79,Feeder,14.67,-9,0.38,2.43,0.52
7150,9990,148,1,1335,Feeder,1.87,-1,0.83,29.03,2.97
7151,14241,159,1,1537,Feeder,18.07,4,1.3,22.02,3.35
7152,66332,279,2,7532,Liner,3.2,-2,0.87,68.42,2.47
7153,17652,183,1,397,Liner,3.2,7,0.52,13.68,3.13
7154,69246,285,1,4476,Liner,5,15,0.9,46.67,1.33
7155,41391,262,2,1809,Liner,5.5,-6,0.62,26.6,2.87
7156,17215,176,1,1813,Feeder,8.1,0,1.52,25.57,1.67
7157,9957,148,2,1016,Feeder,2.2,0,1.43,31.7,6.53
7158,65140,280,2,1834,Liner,23.53,3,0.33,27.25,2.17
7159,20295,202,1,1606,Liner,1.67,-6,0.97,25.72,2.65
7160,497,50,1,84,Feeder,1.33,6,0.53,2.33,0.63
7161,5272,117,2,917,Feeder,2.28,-2,0.9,36.13,2.55
7162,25391,207,1,258,Liner,5.68,-7,1.5,3.43,4.73
7163,9957,148,2,1857,Feeder,3.78,1,0.63,158.45,2.08
7164,9983,148,1,1690,Feeder,8.02,2,0.77,16.2,1.53
7165,75395,304,2,9990,Liner,2.7,-11,1.2,80.27,4.03
7166,3135,93,1,190,Feeder,4.53,-9,0.63,12.73,2.72
7167,27681,222,1,587,Liner,8,-6,0.7,21.27,2.87
7168,11987,157,1,1333,Feeder,5.47,0,1.02,21.77,2.47
7169,9990,148,1,1109,Feeder,6.7,-1,0.78,15.78,2.43
7170,13764,155,1,1513,Feeder,21,1,0.53,11.75,3.23
7171,131771,364,2,3631,Liner,3.42,13,1.5,31.47,3.37
7172,60133,299,2,2765,Liner,17.08,7,1.35,26.73,2
7173,90645,334,2,5879,Liner,2.75,2,0.85,50.47,3.85
7174,16803,184,1,1126,Feeder,3.92,-18,0.8,11.22,4.15
7175,31403,218,1,3311,Feeder,4.92,-2,0.68,35.42,5.4
7176,796,70,1,49,Feeder,14.42,10,1.87,2.18,1.37
7177,9983,148,1,1286,Feeder,2,2,1.08,22.32,1.28
7178,42800,269,1,5090,Liner,1,-1,0.68,57.52,2.5
7179,66403,279,1,2476,Liner,2.2,4,2.57,34.48,2.78
7180,26061,196,1,201,Liner,7.8,1,0.55,8.75,2.95
7181,3994,107,1,439,Feeder,4.7,-19,0.85,8.47,2.63
7182,11987,157,1,981,Feeder,1.3,-3,0.37,15.68,2.87
7183,11062,157,2,1322,Feeder,1,-14,0.53,27.77,2.78
7184,17652,183,1,435,Liner,1.1,3,0.87,7.35,4.12
7185,15995,170,1,1993,Feeder,20.4,-3,2.18,27.22,4.03
7186,14241,159,1,1447,Feeder,7,42,4.03,17.42,1.47
7187,17215,176,1,1603,Feeder,12,0,0.5,23.72,3.37
7188,25391,207,1,375,Liner,3.52,1,1.97,5.47,3.32
7189,9990,148,1,824,Feeder,3.07,18,0.73,11.93,2.33
7190,54851,294,2,7204,Liner,5.92,-3,1.07,53.08,5.43
7191,46697,276,1,3157,Liner,10,-2,1.23,29.07,2.2
7192,40594,239,1,702,Liner,3.4,2,1.32,18.32,2.12
7193,67462,276,2,1414,Liner,7.6,4,0.8,17.28,1.83
7194,9957,148,1,1284,Feeder,3,-17,1.2,26.52,2.53
7195,31403,218,1,3183,Feeder,7.2,6,2.38,29.78,3
7196,9983,148,1,1724,Feeder,14.38,1,0.75,24.63,1.95
7197,54152,294,2,5254,Liner,12.75,10,20.33,67.62,3.88
7198,23289,187,2,2450,Liner,11.33,1,0.83,51,2.5
7199,66199,276,2,6751,Liner,3.83,-6,1.38,50.22,3.57
7200,11987,157,1,999,Feeder,0.47,7,0.42,15.32,1.72
7201,497,50,1,78,Feeder,18.53,2,0.42,1.85,0.48
7202,65643,279,1,2292,Liner,12.5,23,0.73,44.02,2.2
7203,9990,148,1,905,Feeder,1.33,-4,0.68,10.75,4.4
7204,3994,107,1,281,Feeder,13.42,3,0.63,6.03,2.33
7205,54851,294,2,5939,Liner,3.45,1,0.83,53.65,0.85
7206,26061,196,1,244,Liner,0.3,-4,0.45,3.75,3.05
7207,9957,148,2,937,Feeder,8.5,-2,0.53,31.63,2.25
7208,14241,159,1,1560,Feeder,0.5,-5,0.82,14.5,2.18
7209,36014,240,1,1181,Liner,1.17,7,1.62,29.08,3.27
7210,9983,148,1,1562,Feeder,3.93,-5,0.4,18.82,1.62
7211,32534,211,1,2919,Liner,8.4,2,0.68,26.92,2.32
7212,17215,176,1,908,Feeder,1.4,2,0.65,23.57,3.07
7213,31403,218,1,2756,Feeder,0.6,2,0.63,25.92,1.53
7214,17652,183,2,613,Liner,5,-9,0.48,16.43,2.25
7215,11062,157,2,1207,Feeder,1.5,-4,0.5,12.18,1.48
7216,11987,157,1,1547,Feeder,1,5,0.73,28.93,1.73
7217,9990,148,1,1270,Feeder,18.7,4,0.77,28.9,2.33
7218,26435,209,1,2693,Liner,11.43,2,0.43,35.07,2.67
7219,15995,170,1,1636,Feeder,10.37,1,0.6,23.07,2.18
7221,54152,294,2,4951,Liner,5.33,2,0.93,28.83,1.82
7222,26061,196,2,222,Liner,8.67,-21,0.58,4.17,1.58
7223,46697,276,1,2781,Liner,8,1,0.82,32.43,5.3
7224,68570,285,2,4718,Liner,2,21,1.12,42.98,2.73
7225,9957,148,2,800,Feeder,1,-14,1.2,13.77,2.37
7226,73934,304,1,3027,Liner,26,13,1.63,53.87,3.25
7227,64054,275,1,5968,Liner,5.83,-2,1.02,60.4,3.33
7228,9983,148,1,1485,Feeder,1.17,9,0.58,25.2,1.63
7229,796,70,1,39,Feeder,2,-7,0.33,0.77,0.57
7230,66433,280,2,7199,Liner,4.75,8,1.03,63.43,2.12
7231,3994,107,1,457,Feeder,17.08,4,0.78,7.83,2.05
7232,65184,279,1,2352,Liner,0.37,18,1.22,25.78,3.33
7233,36014,240,1,784,Liner,6.3,1,1.13,16.8,7.07
7234,37209,236,1,4741,Feeder,5,5,1.3,61.07,8.3
7235,31403,218,1,3301,Feeder,3,1,1.75,52.18,6.15
7236,66452,280,2,4596,Liner,1.5,-2,1,44.2,2.75
7237,9957,148,2,464,Feeder,0.92,-13,1.55,33.85,2.97
7238,26358,209,1,1680,Liner,1.58,3,0.77,23.18,4.88
7239,9600,150,1,1656,Liner,21.2,-11,0.43,42.47,6.35
7240,497,50,1,56,Feeder,3.2,5,0.37,1.35,0.62
7241,64054,275,2,3702,Liner,19.93,12,1.32,45.98,2.03
7242,9990,148,1,1531,Feeder,4.17,0,0.9,24.02,3.42
7243,9983,148,1,1607,Feeder,3.75,5,0.77,18.53,1.53
7245,74175,299,2,8230,Liner,3.65,4,1.2,68.18,8.7
7246,42741,269,1,3161,Liner,3.75,-1,0.68,45.28,7.2
7248,60133,299,2,5747,Liner,8.1,-2,0.85,46.73,3.42
7249,54851,294,2,7837,Liner,16.7,-20,1.02,62.58,4.32
7250,9957,148,2,113,Feeder,13.53,-19,0.62,6.15,2.9
7251,3994,107,1,435,Feeder,15.33,0,0.43,10.18,3.47
7252,497,50,1,57,Feeder,13.98,-13,0.4,1.42,1.68
7253,37209,236,1,5389,Feeder,5.68,10,0.67,56.62,4.97
7254,47541,275,1,1804,Liner,29.2,9,0.82,23,2.27
7255,35598,243,2,1715,Liner,10.47,12,0.93,18.8,2.68
7256,23285,187,1,444,Liner,7,-2,0.93,15.08,4.82
7257,42741,269,1,3796,Liner,4.5,0,0.78,28.85,2.53
7258,25391,207,2,1602,Liner,2.5,-7,0.95,15.45,2.43
7259,497,50,1,82,Feeder,23.5,4,0.57,2.32,0.45
7260,64845,275,2,4042,Liner,11.33,5,0.6,37.35,4.88
7261,37953,222,1,663,Liner,10.17,5,1,5.93,5.07
7262,9957,148,1,1023,Feeder,7.5,-89,0.55,49.67,4.48
7263,9983,148,1,1754,Feeder,7.25,3,0.83,21.9,1.27
7264,69218,285,2,3282,Liner,4.75,-1,0.85,40.62,1.95
7265,26061,196,1,274,Liner,7,11,1,3.48,2.68
7266,68570,285,2,7035,Liner,3.9,21,0.75,73.2,4.3
7267,9990,148,1,1605,Feeder,11.1,11,0.85,47.92,3.23
7268,27758,209,1,3209,Feeder,1,2,1,37.43,2.73
7269,73934,304,1,2483,Liner,2.2,4,0.65,23.13,1.22
7270,16694,174,2,454,Liner,4.55,-47,3.33,21.43,2.73
7271,33834,207,1,571,Liner,4.88,-1,0.93,16.68,6.3
7272,74175,299,2,8659,Liner,1.12,1,1.07,67.8,3.3
7273,9957,148,2,1087,Feeder,2,-1,0.78,33.25,2.22
7274,3994,107,1,432,Feeder,0.98,1,0.4,7.77,1.33
7275,32534,211,1,2274,Feeder,6.77,3,0.63,32.53,1.75
7276,497,50,1,63,Feeder,32.5,3,1.75,1.27,0.4
7277,9983,148,1,1339,Feeder,3.5,2,0.38,29.4,1.55
7278,41482,263,2,3459,Liner,1.5,0,1.52,35.65,2.65
7279,11062,157,1,1640,Feeder,0.5,3,2.3,42.77,1.72
7280,37209,236,1,4493,Feeder,5.2,18,1.28,63.32,1.32
7281,66654,280,1,2273,Liner,6,1,1.22,27.73,7.3
7282,28270,213,1,2049,Liner,2.55,0,0.6,34.03,5.37
7283,40594,239,1,957,Liner,5.75,-4,0.42,18.33,2.17
7284,54851,294,2,5871,Liner,13.5,-4,0.68,56.68,3.38
7285,30971,202,1,2205,Liner,1.75,3,0.38,26.95,5.13
7286,796,70,1,56,Feeder,2.92,0,2.13,1.28,2.33
7287,54152,294,2,6421,Liner,10.83,-25,1.05,58.25,2.7
7288,9957,148,2,1289,Feeder,9.92,-5,0.65,84.77,2.5
7289,27758,209,1,3067,Feeder,3.58,13,0.68,47.85,1.22
7290,9983,148,1,1495,Feeder,21.25,10,0.72,26.57,2.63
7291,11062,157,1,775,Feeder,8.45,-6,1.1,14.47,3.1
7292,73934,304,1,1897,Liner,3.38,8,0.93,22.77,3.97
7293,11062,158,1,524,Liner,18.32,-9,0.78,7.12,1.27
7294,497,50,1,80,Feeder,15.43,-3,0.23,2.9,4.62
7295,74175,299,2,6515,Liner,4.92,-6,1.48,63.17,4.18
7296,9990,148,1,1721,Feeder,2.5,-2,3.33,29.05,9.72
7297,42800,269,1,4190,Liner,1.58,3,1.22,56.97,1.63
7298,17652,183,2,436,Liner,8.17,5,0.58,10.52,1.48
7299,3994,107,1,473,Feeder,5.7,-24,0.5,10.58,4.17
7300,11987,157,2,1522,Feeder,11.3,14,0.3,36.02,2.6
7301,25391,207,1,794,Liner,6.25,-4,0.82,19.03,9.75
7302,46697,276,1,4541,Liner,4.47,-6,9.93,56.63,5.85
7303,27681,222,1,953,Liner,14.08,3,0.82,16.72,4.95
7304,27758,209,1,2838,Feeder,15.7,8,0.93,37.98,3.17
7305,497,50,1,88,Feeder,29.75,-3,2.27,1.7,1.87
7306,25391,207,2,186,Liner,6.75,-83,0.6,11.35,1.63
7307,9983,148,1,1735,Feeder,6.58,17,0.45,25.9,2.65
7308,9957,148,1,1472,Feeder,27.42,28,0.83,48.08,3.17
7309,60133,299,2,5876,Liner,5,17,1.37,57.03,2.93
7310,37209,236,2,3490,Feeder,5.08,7,0.55,27.53,2.55
7311,2063,94,1,166,Feeder,7.42,24,6.08,5.93,4.62
7312,26358,209,1,3632,Liner,13,11,1.25,49.13,3.12
7313,74962,304,1,3595,Liner,14,-13,1.23,65.77,1.63
7314,75395,304,2,7637,Liner,2.5,4,1.38,84.95,2.25
7315,89776,318,2,7013,Liner,3,-9,0.62,76.48,0.07
7316,34231,215,1,2290,Liner,2.33,-1,0.68,43.6,2.22
7317,25391,207,2,950,Liner,1.62,2,0.82,12.32,2.28
7318,17652,183,1,377,Liner,12.72,0,0.67,7.65,2.6
7319,796,70,1,120,Feeder,1.63,2,1.32,2.3,0.72
7320,66199,276,2,6377,Liner,11.7,33,1.22,67.78,3.42
7321,9990,148,1,1501,Feeder,3.92,5,1.28,21.37,4.93
7322,497,50,1,69,Feeder,0.58,0,0.38,2.65,0.13
7323,3994,107,1,532,Feeder,11.6,14,0.8,14.12,3.83
7324,11987,157,1,1530,Feeder,5.8,7,2.47,20.13,2.15
7325,64054,275,2,6200,Liner,9.8,3,0.9,73.8,3.88
7326,9983,148,1,1761,Feeder,3.9,26,3.67,20.85,1.77
7327,15670,168,1,259,Feeder,13.95,-15,0.72,5.62,3.88
7328,54851,294,2,6785,Liner,6.17,-14,1.25,78.17,1.5
7329,66199,276,1,5107,Liner,4.28,-2,1.07,80.95,2.98
7330,46697,276,1,3725,Liner,18.55,5,1.18,41.78,2.12
7331,27758,209,1,2862,Feeder,11.45,36,4.4,39.28,2.48
7332,9957,148,2,1179,Feeder,7,-8,0.43,32.27,1.88
7333,32534,211,1,2189,Feeder,7,1,0.85,29.48,2.08
7334,37209,236,1,5414,Feeder,8.5,7,1.02,90.68,4.3
7335,75061,304,1,2770,Liner,11.4,-25,0.95,57.13,2.67
7336,9957,148,1,1201,Feeder,0.6,12,1.45,42.57,6.65
7337,9990,148,1,1652,Feeder,3,-7,0.8,91.27,3.95
7338,75395,304,2,775,Liner,13.5,2,0.78,10.98,10.98
7340,32534,211,1,3148,Feeder,1,-21,1.02,40.22,2.35
7341,497,50,1,84,Feeder,4.42,2,0.57,3.92,1.85
7342,90645,334,2,6365,Liner,1.08,-3,0.78,55.37,2.68
7343,26435,209,1,2256,Liner,2.1,14,0.85,39,3.27
7344,9983,148,2,1727,Feeder,17,1,0.75,27.38,2.03
7345,3994,107,1,438,Feeder,8.07,1,0.62,14.43,4.2
7346,9957,148,2,1016,Feeder,2.33,3,4.78,25.98,10.9
7347,11987,157,2,1629,Feeder,13.5,4,0.73,30.48,2.53
7348,23289,187,1,3511,Liner,3.5,6,0.9,47.65,9.45
7349,36014,240,1,1114,Feeder,12.45,-3,0.48,33.4,5.53
7350,796,70,1,96,Feeder,8.88,6,3.72,2.48,0.3
7351,26435,209,1,2545,Liner,1.07,-6,0.62,37.32,4.07
7352,36014,240,1,717,Liner,1.6,-19,0.6,20.55,3.02
7353,54152,294,1,4865,Liner,7.58,3,0.65,58.27,5.5
7354,54152,294,2,6273,Liner,15.68,3,0.83,54.4,2.1
7355,42741,269,1,4307,Liner,23.82,5,0.82,57.07,5.2
7356,17360,179,2,1990,Liner,9.92,10,0.65,35.05,1.13
7357,17652,183,2,257,Liner,14.6,-3,0.55,8.75,2.28
7358,74962,304,2,2884,Liner,6.15,11,0.8,28.12,1.83
7359,32534,211,1,2502,Feeder,24.75,13,3.72,31.02,2.18
7360,3994,107,1,499,Feeder,24,-2,0.45,15.97,1.92
7361,9983,148,1,1801,Feeder,9.8,38,0.63,53.25,2.37
7362,64054,275,1,4516,Liner,18.45,1,1.52,64.87,3.28
7363,9957,148,1,1100,Feeder,34.42,0,0.83,20.48,4.1
7364,75395,304,2,7004,Liner,1.83,1,1.12,74.68,1.78
7365,73934,304,1,4347,Liner,2,1,0.7,65.9,3.23
7366,60133,299,2,4889,Liner,3.17,6,1.72,53.37,2.75
7367,27758,209,1,3150,Feeder,8.33,49,1.63,48.63,3.57
7368,9990,148,1,1731,Feeder,28.42,-2,1.38,31.68,2.77
7369,66199,276,2,6552,Liner,1.33,-7,0.87,83.4,3.48
7370,497,50,1,89,Feeder,14.15,47,0.22,6.45,13.92
7371,37209,236,1,5375,Feeder,7.6,2,0.65,70.13,1.55
7372,17652,183,1,644,Liner,2.75,-1,1.55,19.95,3.95
7373,74962,304,2,3125,Liner,0.95,-2,1.73,32.6,1.92
7374,54851,294,2,6645,Liner,1.3,-18,1.47,62.83,6.87
7375,26358,209,1,3324,Liner,2.3,-17,0.5,52.2,3.72
7376,40594,239,1,1416,Liner,24.7,6,0.32,31.47,2.97
7377,35573,222,1,3165,Liner,14.1,16,0.85,38.67,2.73
7378,796,70,1,60,Feeder,4.7,57,9.97,1.95,2.17
7379,32534,211,1,3183,Feeder,7.4,-7,1.05,30.62,1.17
7380,15995,170,1,885,Feeder,0.1,-2,1.13,14.68,1.18
7381,64845,275,1,3170,Liner,6.3,-1,0.97,43.58,2.87
7382,9957,148,2,1369,Feeder,7.82,23,0.47,36.7,4.83
7383,9957,148,2,1031,Feeder,5.17,-9,1.08,28.78,2.13
7384,34231,215,2,5080,Liner,3.72,-9,0.72,50.25,1.95
7385,15670,168,2,833,Feeder,19.2,-24,1.37,48.9,5.98
7386,23285,187,1,1253,Liner,0.75,5,0.68,25.95,4.28
7387,16694,174,1,683,Liner,5.25,-5,0.62,24.1,1.45
7388,54152,294,2,4858,Liner,2.17,4,1.23,96.28,1.98
7389,3994,107,1,122,Feeder,3.03,-6,0.32,2.5,4.92
7390,9990,148,1,1599,Feeder,5.47,0,1.03,26.73,4.18
7391,42741,269,1,5722,Liner,13.42,-7,1.55,59.87,2.08
7392,9957,148,1,336,Feeder,3.32,-39,2.55,7.77,4.77
7393,74962,304,2,2894,Liner,4.6,0,1.25,30.58,3
7394,31403,218,1,3268,Feeder,35.5,-3,0.92,54.12,3.47
7395,17360,179,1,1281,Liner,13.5,4,0.87,48.48,1.77
7396,28270,213,1,2043,Liner,4.4,-3,0.7,24.95,4.05
7397,37953,222,2,675,Liner,4.1,-6,0.77,22.98,3.17
7398,25391,207,2,1095,Liner,16.6,7,2.08,55.22,2.7
7399,497,50,1,88,Feeder,11.4,-1,0.28,2.42,1.05
7400,37209,236,1,5359,Feeder,1.12,4,0.63,68.5,5.37
7401,73934,304,1,2880,Liner,2.88,2,2.72,43.43,1.6
7402,64054,275,2,3774,Liner,6,-6,0.77,44.85,3.55
7403,27758,209,1,3112,Feeder,1,10,1,50.65,1.85
7404,54851,294,2,5848,Liner,6.5,-2,0.92,65.23,2.02
7405,3994,107,1,498,Feeder,8.25,4,0.97,16.85,2.18
7406,11987,157,1,1535,Feeder,10.68,4,1.35,33.67,3.23
7407,9957,148,2,801,Feeder,13.07,-3,2.78,41.32,3.23
7408,15995,170,2,937,Feeder,0.8,-2,0.7,20.45,1.68
7409,46728,276,1,4264,Liner,2.5,-9,0.5,48.85,4.65
7410,9990,148,1,1557,Feeder,7.6,-18,1.28,34.32,3.32
7411,74175,299,2,7922,Liner,1.1,-56,1.48,92.98,0.37
7412,497,50,1,57,Feeder,5.67,-4,0.32,3.32,1.28
7413,17738,177,1,436,Liner,22.42,-3,0.05,6.18,3.22
7414,9983,148,1,1732,Feeder,6.75,-2,0.67,31.98,3.18
7415,73934,304,1,1475,Liner,10.77,9,0.68,12.57,3.42
7416,32534,211,1,2459,Feeder,2.97,-1,2.25,34.83,3.58
7417,28270,213,1,3336,Liner,4.43,2,2.4,40.07,2.2
7418,75484,300,2,3010,Liner,3.62,5,0.93,27.67,0.4
7419,17652,183,1,2112,Liner,4.38,1,0.8,31.2,2
7420,31403,218,1,3274,Feeder,0.33,3,5.9,41,6.1
7421,14193,155,1,1758,Feeder,1.07,-2,0.7,25.03,1.35
7422,9957,148,2,875,Feeder,1.6,-11,1.03,41.97,1.5
7423,46697,276,1,3631,Liner,23,-2,0.72,42.68,3.85
7424,11987,157,1,1598,Feeder,1.5,0,0.65,26.42,3.02
7425,9957,148,2,898,Feeder,5.9,-8,0.9,30.38,1.13
7426,497,50,1,60,Feeder,2.1,-25,1.22,2.27,1.52
7427,54851,294,2,5286,Liner,4.42,-94,1.2,70.05,1.17
7428,60133,299,2,7834,Liner,2.08,7,1.73,47.35,2.17
7429,796,70,1,116,Feeder,22.5,10,0.7,3.07,1.48
7430,33834,207,1,793,Liner,4.2,0,3.1,18.63,0.77
7431,3994,107,1,370,Feeder,3.5,3,0.42,10.87,1.3
7432,66280,276,1,1888,Liner,1.3,-10,0.73,22.03,1.73
7433,32534,211,1,1560,Feeder,3.3,37,0.55,32.88,3.93
7434,37209,236,1,5128,Feeder,32.62,10,1.33,67.27,3.07
7435,9990,148,1,1717,Feeder,2.83,4,0.93,33.63,2.27
7436,15995,170,1,931,Feeder,20.25,30,2.78,16.43,1.45
7437,9983,148,1,1746,Feeder,2,-3,0.27,35.48,2.08
7438,107551,348,2,4370,Liner,1.5,-5,0.92,59.42,35.25
7439,17652,183,1,363,Liner,9.92,-1,0.33,8.3,3.87
7440,497,50,1,86,Feeder,7.58,-6,0.57,2.53,2.82
7441,74962,304,1,3379,Liner,1.6,-2,0.93,40.85,3.25
7442,74175,299,2,6787,Liner,1.4,-46,1.42,76.63,2.78
7443,31403,218,1,3107,Feeder,5.5,1,0.82,30.33,2.68
7444,14193,155,1,1676,Feeder,45.8,-8,0.78,20.27,1.95
7445,64054,275,2,4600,Liner,4.2,-12,0.83,58.53,5.88
7446,497,50,1,76,Feeder,4.75,31,0.6,5.3,1.52
7447,16694,174,1,55,Feeder,25.55,-15,7.62,1.15,3.32
7448,66199,276,2,6227,Liner,8.2,-4,1.27,51.82,3.42
7449,9957,148,1,597,Feeder,11,0,1,10.37,4.97
7450,9957,148,2,865,Feeder,7,33,0.87,18.33,1.55
7451,3994,107,1,449,Feeder,0.42,-8,0.57,9.22,2.13
7452,27681,222,1,561,Liner,5.77,0,0.63,15.28,5.92
7453,46728,276,1,3723,Liner,11.35,11,1.37,39.88,3.58
7454,74175,299,2,5531,Liner,2.77,-54,1.17,54.97,2.95
7455,26358,209,1,2796,Liner,11.7,-13,1.93,33,2.65
7456,69251,276,1,1790,Liner,1.7,5,0.73,22.55,5.97
7457,9990,148,1,1652,Feeder,1.8,-8,0.88,31.32,4.1
7458,15670,168,2,478,Feeder,1.5,115,0.93,16.52,3.63
7459,9983,148,1,1720,Feeder,7.6,-14,1.07,24.03,1.07
7460,17652,183,1,455,Liner,7.6,0,0.67,16.05,2.53
7461,14193,155,1,1656,Feeder,1.3,0,1.07,25.95,1.48
7462,15995,170,1,1857,Feeder,1.3,-3,0.95,31.33,3.55
7463,75061,304,2,2100,Liner,8.2,0,0.63,27.5,2.87
7464,497,50,1,75,Feeder,6.1,3,0.52,3.47,2.45
7465,25391,207,1,1720,Liner,3.98,-3,0.85,33.93,2.15
7466,17360,179,2,1011,Liner,11.82,2,1.2,25.95,1.77
7467,37209,236,1,5433,Feeder,0.1,-2,0.97,56.88,3.52
7468,31403,218,1,3427,Feeder,2.17,-6,0.73,46.9,2.98
7469,33834,207,1,1137,Liner,16.83,-3,0.92,30.55,2.87
7470,3994,107,1,401,Feeder,23.1,0,0.37,5.17,1.78
7471,26435,209,1,2710,Liner,1.32,-5,2.22,33.4,3.47
7472,69218,285,2,8821,Liner,2.92,-9,1.05,87.05,2.07
7473,25391,207,1,691,Liner,25.33,11,1.53,14.12,4.27
7474,9957,148,2,1836,Feeder,6.33,-4,1.03,48.37,1.18
7475,9983,148,1,1679,Feeder,2,0,0.83,26.7,2.88
7476,42741,269,1,4045,Liner,13.97,-2,0.93,46.77,4.47
7477,14193,155,1,1860,Feeder,2.45,13,0.68,22.23,1.5
7478,9990,148,1,1671,Feeder,28.92,1,0.48,25.82,1.87
7479,17652,183,1,1878,Liner,1.17,0,1.02,25.5,2.38
7480,75395,304,2,7623,Liner,7.8,0,2.97,71.53,3
7481,74962,304,2,2270,Liner,0.7,-1,1.28,28.63,4.42
7482,9957,148,2,1188,Feeder,10.33,36,0.23,45.57,5.93
7483,9957,148,1,366,Feeder,0.17,63,0.28,7.18,4.03
